2617.994873;-1511.499878
2627.219971;-1495.407715
2637.218262;-1479.748535
2660.249268;-1471.282837
2682.397461;-1462.111084
2695.723145;-1447.990601
2719.582520;-1439.375000
2732.796631;-1424.972656
2748.604736;-1411.832886
2769.708008;-1401.261230
2785.414307;-1387.808105
2800.161865;-1373.773804
2821.144775;-1362.655884
2833.968262;-1347.467041
2855.768799;-1336.410522
2890.256348;-1330.992920
2900.190430;-1314.058960
2918.245850;-1300.717529
2939.910156;-1288.809082
2969.802002;-1280.247070
2978.522217;-1262.390747
3005.596924;-1252.167114
3016.000000;-1234.838257
3031.869629;-1219.667969
3069.986816;-1213.170166
3087.627930;-1198.289673
3108.938965;-1184.663208
3131.135498;-1171.170166
3147.650391;-1155.381592
3169.733887;-1141.467163
3188.936035;-1126.326050
3225.080322;-1116.882324
3232.819580;-1097.393921
3255.623047;-1082.903076
3277.419189;-1067.863159
3300.105469;-1052.900391
3330.367188;-1040.084106
3350.075195;-1023.721436
3370.665527;-1007.441528
3383.502441;-988.704285
3417.390625;-975.887939
3435.836182;-958.393677
3459.984375;-942.286255
3479.231445;-924.634216
3510.975586;-910.043518
3546.549072;-896.076782
3561.690674;-876.689209
3587.424561;-859.712524
3594.579834;-838.138367
3631.838379;-823.362793
3665.143066;-807.300842
3684.696045;-787.933777
3712.961182;-770.184143
3743.106934;-752.512207
3762.377441;-732.396851
3790.385986;-713.738708
3837.983398;-698.344604
3860.909668;-678.068481
3889.646729;-658.538818
3909.405762;-637.233948
3935.964844;-616.795532
3972.308105;-597.542053
3975.899902;-573.157166
3979.341797;-548.750610
3921.164551;-516.230835
3924.258057;-492.161682
3927.204102;-468.073547
4252.948242;-480.450104
4271.725586;-456.043884
4307.277832;-433.126648
4277.000488;-403.589264
4277.403809;-377.163239
4279.637695;-350.910431
4276.724609;-324.266357
4248.706055;-295.933655
4223.496094;-268.148163
4208.089844;-241.255127
4201.501465;-215.021271
4175.769043;-188.023224
4152.862305;-161.465149
4131.786621;-135.260239
4115.544922;-109.453491
4094.143555;-83.749405
4071.582764;-58.297283
4064.864014;-33.256088
4038.991455;-8.261160
4026.966309;16.472765
4026.789307;41.182007
4026.460938;65.889214
4046.975586;91.065895
4114.312500;117.842896
4113.512207;143.085693
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
5.894091;1.122359
0.000000;0.000000
0.000000;0.000000
5.872434;1.230660
5.864772;1.266669
5.856889;1.302632
5.848786;1.338544
0.000000;0.000000
3513.731689;849.655579
3469.631104;861.559692
3461.372314;882.091553
3454.927246;903.061096
3438.695801;921.396179
3419.477051;938.771973
3410.764648;958.923523
3403.855469;979.557007
3387.228760;997.317383
3379.130615;1017.505249
3365.177734;1035.866943
780.307983;245.445496
773.074890;248.393356
765.835205;251.261658
764.279053;255.956024
748.500122;255.790115
745.028015;259.719574
731.171326;259.931671
729.562683;264.413177
727.926514;268.884735
726.263000;273.346069
724.572083;277.797180
722.853943;282.237793
718.320740;285.559570
712.847107;288.461395
711.063721;292.829926
709.253601;297.187347
706.496826;301.141541
704.635742;305.470856
701.833130;309.385223
699.921570;313.685883
697.983643;317.974609
696.926880;322.671539
694.933899;326.941742
696.523621;332.924622
698.066101;338.939117
695.973267;343.216003
691.171692;346.136780
689.034851;350.371216
686.872131;354.592316
684.683411;358.800201
682.468994;362.994598
675.828918;364.800323
673.577820;368.940277
671.301331;373.066345
672.484009;379.142822
670.144958;383.261993
668.645691;387.868500
665.391357;391.456696
662.976868;395.532104
657.970581;398.039795
655.515808;402.069702
653.036499;406.084167
659.837891;415.949463
657.273254;419.990326
657.201904;425.646210
654.577759;429.670715
651.096436;433.125183
648.426575;437.112091
645.732300;441.082550
643.013672;445.036407
641.908386;450.121765
641.580200;455.789276
639.583069;460.301483
636.746582;464.217407
635.495056;469.303802
632.603577;473.194153
632.079407;478.878479
633.095947;485.791626
630.892883;490.280731
627.872681;494.142609
627.174866;499.855652
624.874207;504.322571
628.736694;513.842529
627.112793;518.965820
625.449768;524.088318
624.509827;529.857056
625.039612;536.937134
622.487671;541.418579
622.155945;547.871338
626.993164;558.998718
625.036072;564.175415
625.991760;572.047485
626.874207;579.952332
1726.858276;1617.379517
1728.512207;1638.953857
1720.587402;1651.606445
1710.420898;1662.132690
1712.308838;1684.518433
1701.940918;1694.992920
1695.733887;1709.663940
1688.710449;1723.608521
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
2278.992676;2535.246338
2262.729736;2548.434326
2247.050293;2562.270264
2231.940918;2576.765625
2221.938721;2597.250977
2205.960938;2610.835205
2193.743896;2628.928223
2182.658691;2648.513672
2173.310303;2670.387939
2158.764160;2686.010742
2147.837158;2706.255859
2139.210449;2729.615723
2126.093506;2747.435547
2113.445557;2765.991455
2096.433838;2778.907471
2084.719238;2798.936523
2071.652832;2817.314941
2057.851807;2834.828857
2042.749512;2850.653076
2035.614380;2877.828857
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
497.518738;792.824768
480.539093;776.306091
467.950165;766.437622
459.111725;762.441101
453.914398;764.383850
444.667938;759.388184
435.499847;754.308228
423.937836;744.799133
418.870667;746.514160
407.990570;737.694153
400.584900;734.915466
390.862793;727.669067
384.519409;726.518311
379.591949;727.977295
374.661102;729.403198
370.629944;732.580688
366.573883;735.736084
363.814392;741.562622
360.127441;745.581787
355.975067;748.680664
352.646088;753.567993
348.015625;755.717590
343.372253;757.838684
337.901550;758.104553
333.243530;760.163635
326.989471;758.520874
322.329102;760.512939
321.502350;771.707336
320.171265;781.994446
315.367004;783.944275
311.653412;788.654663
307.170441;791.484253
304.444641;798.960876
297.434357;795.194214
295.306152;804.514282
288.331482;800.665955
283.413269;802.420044
278.484344;804.143921
276.116486;813.412964
271.120239;815.091919
266.113831;816.740112
261.401337;819.310303
256.369202;820.898804
252.496384;826.281799
247.421646;827.815491
242.337601;829.318115
238.617569;835.597168
233.217041;836.082397
229.133804;841.357056
222.939636;838.881348
218.791580;844.105591
213.118393;843.493042
208.416595;846.726929
203.217453;847.989807
198.464584;851.168518
193.238373;852.370178
188.004471;853.539856
184.018372;860.544739
178.734894;861.657593
175.415222;872.541992
171.778000;882.436035
166.915161;886.421631
163.263397;897.267578
157.754776;898.252441
151.071503;892.301758
145.593796;893.211853
139.491119;890.136658
133.877945;889.986877
127.843826;886.832520
121.990288;884.628357
116.298737;883.377380
110.876228;884.074341
105.449760;884.738037
100.692429;891.330505
95.327782;892.925842
91.047493;905.433777
86.053802;911.948853
80.544601;913.455811
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
0.000000;0.000000
40.250744;1513.464844
30.677551;1499.686279
21.474689;1499.846313
12.385907;1513.949341
3.139542;1534.996826
-6.295836;1538.987183
-15.738425;1538.919556
-25.393492;1551.792236
-34.914288;1551.607178
-44.434513;1551.363770
-44.497372;1279.226318
-51.200378;1250.952637
-57.793564;1227.640381
-64.846489;1218.275391
-72.261497;1216.856323
-78.679909;1200.424316
-80.822815;1127.105835
-87.349159;1121.603760
-93.810501;1116.064331
-100.207703;1110.487915
-105.003784;1088.949097
-111.377228;1085.300049
-117.168655;1076.643188
-123.544312;1073.916992
-129.890671;1071.153320
-136.334244;1069.344238
-142.893082;1068.487549
-149.446259;1067.590698
-156.573166;1070.611450
-163.440689;1071.607788
-170.326569;1072.559937
-177.882111;1077.414429
-184.658356;1077.288452
-194.940094;1096.811035
-203.476364;1105.429077
-225.781311;1185.694702
-240.003693;1219.609497
-248.875992;1224.973755
-258.643829;1234.189819
-268.111847;1241.376709
-278.546112;1252.398071
-287.340637;1255.539429
-298.017273;1266.406982
-316.593872;1309.265991
-333.055969;1341.267212
-342.020752;1342.105347
-350.754791;1341.916626
-360.276489;1344.568604
-370.107971;1348.118774
-382.162079;1359.299927
-394.644043;1371.344238
-411.241669;1396.716309
-1.729962;5.745192
-1.765180;5.734469
-1.800334;5.723530
-1.835418;5.712376
-1.870435;5.701006
-1.905381;5.689422
-1.940253;5.677624
-1.975055;5.665612
-2.009781;5.653387
-2.044431;5.640949
-2.079005;5.628298
-2.113501;5.615436
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-58.716469;113.738190
-57.092392;108.947044
-57.759808;108.594681
-60.800076;112.638145
-66.774338;121.910576
-68.492668;123.246719
-71.212051;126.308525
-73.971542;129.341446
-75.265579;129.750122
-76.060265;129.285873
-78.901505;132.251846
-81.264328;134.332092
-83.655586;136.388199
-85.018913;136.721558
-90.655670;143.810806
-97.997765;153.363739
-110.896317;171.225021
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-4.192859;5.605349
-166.671478;219.992310
-168.018204;218.965485
-177.335571;228.195312
-178.732468;227.102859
-183.862091;230.694016
-189.670547;235.008698
-199.968262;244.680801
-204.653580;247.301254
-224.150635;267.502319
-238.079895;280.609985
-250.874786;292.039093
-273.662384;314.639313
-318.545258;361.735962
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
-0.000000;0.000000
